stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Sachem\Desktop\studia\I rok\II semestr\6.Podstawy programowania 2\Podstawy programowania2-projekt [Kaczmarski]\Arkanoid-menu\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99685] removed dtor for bitmap 000000000b09ed70
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99711] removed dtor for bitmap 000000000b09e860
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99714] removed dtor for bitmap 000000000b09e1a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99717] removed dtor for sample 0000000000f02600
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99724] removed dtor for bitmap 000000000b09ea10
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99749] removed dtor for bitmap 000000000b09e500
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99752] removed dtor for bitmap 000000000b09ebc0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99755] removed dtor for sample 0000000000f022d0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99765] removed dtor for bitmap 0000000000f11fd0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99785] removed dtor for bitmap 0000000000f12ba0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99787] removed dtor for bitmap 0000000000f11ac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99790] removed dtor for ttf_font 0000000000f02450
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99810] removed dtor for sample 0000000000f02570
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99826] removed dtor for sample 0000000000f026f0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99827] removed dtor for timer 000000000ae60db0
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99854] removed dtor for sample 000000000b0a4a70
dtor     D               dtor.c:227  _al_unregister_destructor        [  97.99858] removed dtor for sample 000000000b0a4920
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [  97.99860] destroying display 00000000010ba2d0 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  98.00056] converting display bitmap 0000000000f12180 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  98.00062] added dtor for bitmap 0000000000f12330, func 00007ff8d4c61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  98.00065] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  98.00066] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.00663] removed dtor for bitmap 0000000000f12330
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  98.00724] converting display bitmap 000000000b09e350 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  98.00735] added dtor for bitmap 0000000000f12840, func 00007ff8d4c61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  98.00738] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  98.00739] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.00829] removed dtor for bitmap 0000000000f12840
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  98.00843] converting display bitmap 0000000000efa820 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  98.00847] added dtor for bitmap 0000000000f11910, func 00007ff8d4c61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  98.00850] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  98.00852] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.00905] removed dtor for bitmap 0000000000f11910
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  98.00911] converting display bitmap 000000000b0a4bb0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  98.00917] added dtor for bitmap 0000000000f12f00, func 00007ff8d4c61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  98.00920] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  98.00922] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.01160] removed dtor for bitmap 0000000000f12f00
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  98.01176] converting display bitmap 0000000000eff0c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  98.01179] added dtor for bitmap 0000000000f130b0, func 00007ff8d4c61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  98.01181] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  98.01182] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.01234] removed dtor for bitmap 0000000000f130b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  98.01237] converting display bitmap 0000000000f005a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  98.01239] added dtor for bitmap 0000000000f12840, func 00007ff8d4c61bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  98.01241] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  98.01242] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.01279] removed dtor for bitmap 0000000000f12840
d3d      D         d3d_disp.cpp:899  d3d_destroy_display_internals    [  98.01281] waiting for display 00000000010ba2d0's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  98.01904] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [  98.01911] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1562 d3d_display_thread_proc          [  98.04449] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04628] removed dtor for queue 0000000000ee95b0
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04635] removed dtor for timer 0000000000ef5c40
dtor     D               dtor.c:116  _al_run_destructors              [  98.04637] calling dtor for ttf_font 0000000000f02210, func 00007ff8d4d84c05
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04639] removed dtor for ttf_font 0000000000f02210
dtor     D               dtor.c:116  _al_run_destructors              [  98.04646] calling dtor for ttf_font 0000000000f02480, func 00007ff8d4d84c05
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04648] removed dtor for ttf_font 0000000000f02480
dtor     D               dtor.c:116  _al_run_destructors              [  98.04672] calling dtor for bitmap 000000000b09e350, func 00007ff8d4c61bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04674] removed dtor for bitmap 000000000b09e350
dtor     D               dtor.c:116  _al_run_destructors              [  98.04677] calling dtor for bitmap 0000000000efa820, func 00007ff8d4c61bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04679] removed dtor for bitmap 0000000000efa820
dtor     D               dtor.c:116  _al_run_destructors              [  98.04681] calling dtor for bitmap 000000000b0a4bb0, func 00007ff8d4c61bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04683] removed dtor for bitmap 000000000b0a4bb0
dtor     D               dtor.c:116  _al_run_destructors              [  98.04694] calling dtor for bitmap 0000000000eff0c0, func 00007ff8d4c61bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04697] removed dtor for bitmap 0000000000eff0c0
dtor     D               dtor.c:116  _al_run_destructors              [  98.04701] calling dtor for bitmap 0000000000f005a0, func 00007ff8d4c61bea
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04703] removed dtor for bitmap 0000000000f005a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04707] removed dtor for sample_instance 0000000000ee8b60
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04709] removed dtor for sample_instance 0000000000ee9370
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04711] removed dtor for sample_instance 0000000000ee9490
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04713] removed dtor for sample_instance 0000000000ee8880
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04714] removed dtor for sample_instance 0000000000ee89a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04716] removed dtor for sample_instance 0000000000ef56a0
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04717] removed dtor for sample_instance 0000000000ef57c0
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04719] removed dtor for sample_instance 0000000000ef58e0
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04720] removed dtor for sample_instance 0000000000ef5a00
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04721] removed dtor for sample_instance 0000000000ef5b20
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04724] removed dtor for mixer 0000000000ee6850
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [  98.04729] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [  98.04731] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [  98.04959] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [  98.04963] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  98.04964] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [  98.04965] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [  98.04967] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04968] removed dtor for voice 0000000000edc430
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  98.04970] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [  98.04971] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [  98.04973] calling dtor for sample_instance 0000000000ef8310, func 00007ff8d4d8929b
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04974] removed dtor for sample_instance 0000000000ef8310
dtor     D               dtor.c:116  _al_run_destructors              [  98.04975] calling dtor for sample_instance 0000000000ef8550, func 00007ff8d4d8929b
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04977] removed dtor for sample_instance 0000000000ef8550
dtor     D               dtor.c:116  _al_run_destructors              [  98.04978] calling dtor for sample_instance 0000000000ef8430, func 00007ff8d4d8929b
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04979] removed dtor for sample_instance 0000000000ef8430
dtor     D               dtor.c:116  _al_run_destructors              [  98.04981] calling dtor for sample_instance 0000000000ef89d0, func 00007ff8d4d8929b
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04982] removed dtor for sample_instance 0000000000ef89d0
dtor     D               dtor.c:116  _al_run_destructors              [  98.04984] calling dtor for sample_instance 0000000000ef5ea0, func 00007ff8d4d8929b
dtor     D               dtor.c:227  _al_unregister_destructor        [  98.04985] removed dtor for sample_instance 0000000000ef5ea0
audio-dsound D           dsound.cpp:296  _dsound_close                    [  98.04987] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [  98.05363] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [  98.05370] DirectSound closed
